source,year,state,total_activities,sdg_1_coverage,sdg_1_name,sdg_2_coverage,sdg_2_name,sdg_3_coverage,sdg_3_name,sdg_4_coverage,sdg_4_name,sdg_5_coverage,sdg_5_name,sdg_6_coverage,sdg_6_name,sdg_7_coverage,sdg_7_name,sdg_8_coverage,sdg_8_name,sdg_9_coverage,sdg_9_name,sdg_10_coverage,sdg_10_name,sdg_11_coverage,sdg_11_name,sdg_12_coverage,sdg_12_name,sdg_13_coverage,sdg_13_name,sdg_14_coverage,sdg_14_name,sdg_15_coverage,sdg_15_name,sdg_16_coverage,sdg_16_name,sdg_17_coverage,sdg_17_name
NSW_Wollondilly_Urban_2024,2024,NSW,90,0.0667,No Poverty,0.0222,Zero Hunger,0.5222,Good Health and Well-being,0.0778,Quality Education,0.0778,Gender Equality,0.0667,Clean Water and Sanitation,0.0222,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.1444,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4222,Sustainable Cities and Communities,0.0444,Responsible Consumption and Production,0.2222,Climate Action,0.0111,Life Below Water,0.1556,Life on Land,0.1778,"Peace, Justice and Strong Institutions",0.0222,Partnerships for the Goals
WA_Kalamunda_Urban_2024,2024,WA,62,0.0323,No Poverty,0.0,Zero Hunger,0.5484,Good Health and Well-being,0.1129,Quality Education,0.0,Gender Equality,0.1613,Clean Water and Sanitation,0.0645,Affordable and Clean Energy,0.5645,Decent Work and Economic Growth,0.0645,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5645,Sustainable Cities and Communities,0.0806,Responsible Consumption and Production,0.2419,Climate Action,0.0,Life Below Water,0.1613,Life on Land,0.1935,"Peace, Justice and Strong Institutions",0.0323,Partnerships for the Goals
WA_Joondalup_Urban_2024,2024,WA,84,0.0119,No Poverty,0.0,Zero Hunger,0.4881,Good Health and Well-being,0.0119,Quality Education,0.0714,Gender Equality,0.119,Clean Water and Sanitation,0.0119,Affordable and Clean Energy,0.5952,Decent Work and Economic Growth,0.0714,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.619,Sustainable Cities and Communities,0.0714,Responsible Consumption and Production,0.2619,Climate Action,0.0238,Life Below Water,0.0833,Life on Land,0.3095,"Peace, Justice and Strong Institutions",0.0238,Partnerships for the Goals
WA_Kalgoorlie Boulder_Urban_2024,2024,WA,68,0.0441,No Poverty,0.0,Zero Hunger,0.4706,Good Health and Well-being,0.0735,Quality Education,0.0294,Gender Equality,0.0882,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6176,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6471,Sustainable Cities and Communities,0.0882,Responsible Consumption and Production,0.0882,Climate Action,0.0,Life Below Water,0.0147,Life on Land,0.5294,"Peace, Justice and Strong Institutions",0.0147,Partnerships for the Goals
WA_Karratha_Urban_2024,2024,WA,40,0.1,No Poverty,0.0,Zero Hunger,0.675,Good Health and Well-being,0.025,Quality Education,0.025,Gender Equality,0.1,Clean Water and Sanitation,0.075,Affordable and Clean Energy,0.775,Decent Work and Economic Growth,0.05,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.775,Sustainable Cities and Communities,0.05,Responsible Consumption and Production,0.25,Climate Action,0.0,Life Below Water,0.05,Life on Land,0.35,"Peace, Justice and Strong Institutions",0.025,Partnerships for the Goals
WA_Kent_Rural_2024,2024,WA,3,0.0,No Poverty,0.0,Zero Hunger,0.6667,Good Health and Well-being,0.0,Quality Education,0.3333,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3333,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,1.0,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Katanning_Rural_2024,2024,WA,46,0.1304,No Poverty,0.0435,Zero Hunger,0.5435,Good Health and Well-being,0.2826,Quality Education,0.0,Gender Equality,0.0435,Clean Water and Sanitation,0.0217,Affordable and Clean Energy,0.5435,Decent Work and Economic Growth,0.087,"Industry, Innovation and Infrastructure",0.0435,Reduced Inequalities,0.3913,Sustainable Cities and Communities,0.0435,Responsible Consumption and Production,0.087,Climate Action,0.0,Life Below Water,0.0652,Life on Land,0.3478,"Peace, Justice and Strong Institutions",0.0435,Partnerships for the Goals
WA_Irwin_Rural_2024,2024,WA,12,0.25,No Poverty,0.0,Zero Hunger,0.5,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0833,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5833,Decent Work and Economic Growth,0.0833,"Industry, Innovation and Infrastructure",0.0833,Reduced Inequalities,0.75,Sustainable Cities and Communities,0.0833,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.3333,"Peace, Justice and Strong Institutions",0.0833,Partnerships for the Goals
WA_Kondinin_Urban_2024,2024,WA,14,0.0,No Poverty,0.0714,Zero Hunger,0.5,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.4286,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.2857,Sustainable Cities and Communities,0.0714,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.2143,"Peace, Justice and Strong Institutions",0.0714,Partnerships for the Goals
WA_Koorda_Rural_2024,2024,WA,10,0.2,No Poverty,0.2,Zero Hunger,0.8,Good Health and Well-being,0.0,Quality Education,0.1,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.7,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.2,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Lake Grace_Rural_2024,2024,WA,12,0.0,No Poverty,0.0,Zero Hunger,0.5,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0833,Clean Water and Sanitation,0.1667,Affordable and Clean Energy,0.5833,Decent Work and Economic Growth,0.0833,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5833,Sustainable Cities and Communities,0.0833,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.3333,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Laverton_Rural_2024,2024,WA,5,0.2,No Poverty,0.0,Zero Hunger,0.6,Good Health and Well-being,0.2,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.2,Reduced Inequalities,0.6,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.2,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Leonora_Rural_2024,2024,WA,25,0.04,No Poverty,0.0,Zero Hunger,0.56,Good Health and Well-being,0.08,Quality Education,0.08,Gender Equality,0.2,Clean Water and Sanitation,0.08,Affordable and Clean Energy,0.6,Decent Work and Economic Growth,0.16,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.28,Sustainable Cities and Communities,0.04,Responsible Consumption and Production,0.12,Climate Action,0.0,Life Below Water,0.08,Life on Land,0.44,"Peace, Justice and Strong Institutions",0.08,Partnerships for the Goals
WA_Kellerberrin_Rural_2024,2024,WA,6,0.1667,No Poverty,0.0,Zero Hunger,0.1667,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6667,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.5,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Manjimup_Rural_2024,2024,WA,2,0.0,No Poverty,0.0,Zero Hunger,0.5,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.5,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,1.0,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,1.0,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Mandurah_Urban_2024,2024,WA,29,0.069,No Poverty,0.0,Zero Hunger,0.7586,Good Health and Well-being,0.069,Quality Education,0.0345,Gender Equality,0.1379,Clean Water and Sanitation,0.0345,Affordable and Clean Energy,0.8621,Decent Work and Economic Growth,0.069,"Industry, Innovation and Infrastructure",0.0345,Reduced Inequalities,0.6207,Sustainable Cities and Communities,0.0345,Responsible Consumption and Production,0.1724,Climate Action,0.1034,Life Below Water,0.1034,Life on Land,0.1379,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Kojonup_Rural_2024,2024,WA,26,0.0385,No Poverty,0.0,Zero Hunger,0.5769,Good Health and Well-being,0.0385,Quality Education,0.0,Gender Equality,0.0385,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.8077,Decent Work and Economic Growth,0.0385,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5385,Sustainable Cities and Communities,0.0385,Responsible Consumption and Production,0.0769,Climate Action,0.0,Life Below Water,0.0769,Life on Land,0.4615,"Peace, Justice and Strong Institutions",0.0385,Partnerships for the Goals
WA_Meekatharra_Rural_2024,2024,WA,19,0.0526,No Poverty,0.0,Zero Hunger,0.6316,Good Health and Well-being,0.1053,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6316,Decent Work and Economic Growth,0.1579,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6316,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0526,Climate Action,0.0,Life Below Water,0.2105,Life on Land,0.3158,"Peace, Justice and Strong Institutions",0.0526,Partnerships for the Goals
WA_Menzies_Rural_2024,2024,WA,6,0.0,No Poverty,0.0,Zero Hunger,0.3333,Good Health and Well-being,0.1667,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.8333,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6667,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.0,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Kulin_Rural_2024,2024,WA,8,0.25,No Poverty,0.0,Zero Hunger,0.625,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.25,Clean Water and Sanitation,0.0,Affordable and Clean Energy,1.0,Decent Work and Economic Growth,0.625,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.625,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.125,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.375,"Peace, Justice and Strong Institutions",0.25,Partnerships for the Goals
WA_Melville_Urban_2024,2024,WA,45,0.0889,No Poverty,0.0,Zero Hunger,0.6222,Good Health and Well-being,0.1333,Quality Education,0.0667,Gender Equality,0.0667,Clean Water and Sanitation,0.0444,Affordable and Clean Energy,0.6222,Decent Work and Economic Growth,0.0667,"Industry, Innovation and Infrastructure",0.0222,Reduced Inequalities,0.3778,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1556,Climate Action,0.0,Life Below Water,0.1111,Life on Land,0.5556,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Merredin_Rural_2024,2024,WA,42,0.0714,No Poverty,0.0238,Zero Hunger,0.5476,Good Health and Well-being,0.0238,Quality Education,0.0,Gender Equality,0.1905,Clean Water and Sanitation,0.0476,Affordable and Clean Energy,0.7619,Decent Work and Economic Growth,0.1429,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4048,Sustainable Cities and Communities,0.0952,Responsible Consumption and Production,0.2143,Climate Action,0.0,Life Below Water,0.0476,Life on Land,0.1667,"Peace, Justice and Strong Institutions",0.0476,Partnerships for the Goals
WA_Moora_Rural_2024,2024,WA,9,0.0,No Poverty,0.0,Zero Hunger,0.7778,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.2222,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.7778,Decent Work and Economic Growth,0.3333,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6667,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2222,Climate Action,0.0,Life Below Water,0.2222,Life on Land,0.3333,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Mingenew_Rural_2024,2024,WA,12,0.0833,No Poverty,0.0,Zero Hunger,0.6667,Good Health and Well-being,0.0833,Quality Education,0.0,Gender Equality,0.0833,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.75,Decent Work and Economic Growth,0.0833,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.8333,Sustainable Cities and Communities,0.0833,Responsible Consumption and Production,0.25,Climate Action,0.0,Life Below Water,0.0833,Life on Land,0.5,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Mount Magnet_Rural_2024,2024,WA,3,0.0,No Poverty,0.0,Zero Hunger,0.6667,Good Health and Well-being,0.3333,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.3333,Affordable and Clean Energy,1.0,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3333,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.6667,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Mt Marshall_Rural_2024,2024,WA,4,0.25,No Poverty,0.0,Zero Hunger,0.75,Good Health and Well-being,0.25,Quality Education,0.25,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.75,Decent Work and Economic Growth,0.25,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.5,Climate Action,0.0,Life Below Water,0.25,Life on Land,0.25,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Mukinbudin_Rural_2024,2024,WA,7,0.1429,No Poverty,0.0,Zero Hunger,0.7143,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,1.0,Decent Work and Economic Growth,0.2857,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5714,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1429,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.2857,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Mundaring_Rural_2024,2024,WA,26,0.0769,No Poverty,0.0,Zero Hunger,0.7308,Good Health and Well-being,0.2308,Quality Education,0.0385,Gender Equality,0.1154,Clean Water and Sanitation,0.0385,Affordable and Clean Energy,0.7692,Decent Work and Economic Growth,0.0385,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4615,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.2692,Climate Action,0.0,Life Below Water,0.1923,Life on Land,0.4231,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Murchison_Rural_2024,2024,WA,11,0.0909,No Poverty,0.0,Zero Hunger,0.3636,Good Health and Well-being,0.0909,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6364,Decent Work and Economic Growth,0.0909,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5455,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1818,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.3636,"Peace, Justice and Strong Institutions",0.0909,Partnerships for the Goals
WA_Mosman Park_Urban_2024,2024,WA,7,0.0,No Poverty,0.0,Zero Hunger,0.7143,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.1429,Affordable and Clean Energy,0.2857,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5714,Sustainable Cities and Communities,0.2857,Responsible Consumption and Production,0.5714,Climate Action,0.0,Life Below Water,0.1429,Life on Land,0.1429,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Murray_Rural_2024,2024,WA,24,0.1667,No Poverty,0.0417,Zero Hunger,0.75,Good Health and Well-being,0.0417,Quality Education,0.0417,Gender Equality,0.0833,Clean Water and Sanitation,0.0417,Affordable and Clean Energy,0.5417,Decent Work and Economic Growth,0.2083,"Industry, Innovation and Infrastructure",0.0417,Reduced Inequalities,0.5417,Sustainable Cities and Communities,0.0417,Responsible Consumption and Production,0.0833,Climate Action,0.0417,Life Below Water,0.0833,Life on Land,0.25,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Morawa_Rural_2024,2024,WA,11,0.0909,No Poverty,0.0,Zero Hunger,0.6364,Good Health and Well-being,0.1818,Quality Education,0.1818,Gender Equality,0.0,Clean Water and Sanitation,0.0909,Affordable and Clean Energy,0.7273,Decent Work and Economic Growth,0.1818,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4545,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1818,Climate Action,0.0,Life Below Water,0.0909,Life on Land,0.4545,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Narrogin_Rural_2024,2024,WA,48,0.0833,No Poverty,0.0625,Zero Hunger,0.8125,Good Health and Well-being,0.2708,Quality Education,0.0,Gender Equality,0.1042,Clean Water and Sanitation,0.0625,Affordable and Clean Energy,0.9167,Decent Work and Economic Growth,0.125,"Industry, Innovation and Infrastructure",0.0208,Reduced Inequalities,0.5208,Sustainable Cities and Communities,0.0833,Responsible Consumption and Production,0.1667,Climate Action,0.0,Life Below Water,0.0833,Life on Land,0.25,"Peace, Justice and Strong Institutions",0.0208,Partnerships for the Goals
WA_Nedlands_Urban_2024,2024,WA,1,0.0,No Poverty,0.0,Zero Hunger,1.0,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,1.0,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,1.0,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,1.0,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Northam_Rural_2024,2024,WA,48,0.0625,No Poverty,0.0208,Zero Hunger,0.6458,Good Health and Well-being,0.0,Quality Education,0.0208,Gender Equality,0.125,Clean Water and Sanitation,0.125,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.1458,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5208,Sustainable Cities and Communities,0.0833,Responsible Consumption and Production,0.1667,Climate Action,0.0,Life Below Water,0.0625,Life on Land,0.3125,"Peace, Justice and Strong Institutions",0.0417,Partnerships for the Goals
WA_Narembeen_Rural_2024,2024,WA,20,0.1,No Poverty,0.0,Zero Hunger,0.75,Good Health and Well-being,0.05,Quality Education,0.0,Gender Equality,0.15,Clean Water and Sanitation,0.1,Affordable and Clean Energy,0.65,Decent Work and Economic Growth,0.1,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.1,Responsible Consumption and Production,0.2,Climate Action,0.0,Life Below Water,0.05,Life on Land,0.2,"Peace, Justice and Strong Institutions",0.05,Partnerships for the Goals
WA_Nungarin_Rural_2024,2024,WA,14,0.0714,No Poverty,0.0,Zero Hunger,0.4286,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0714,Clean Water and Sanitation,0.0714,Affordable and Clean Energy,0.4286,Decent Work and Economic Growth,0.0714,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.7143,Sustainable Cities and Communities,0.0714,Responsible Consumption and Production,0.0714,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.4286,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Ngaanyatjarraku_Rural_2024,2024,WA,6,0.0,No Poverty,0.0,Zero Hunger,0.5,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.1667,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.1667,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.6667,"Peace, Justice and Strong Institutions",0.1667,Partnerships for the Goals
WA_Peppermint Grove_Urban_2024,2024,WA,17,0.0,No Poverty,0.0,Zero Hunger,0.4118,Good Health and Well-being,0.0,Quality Education,0.1765,Gender Equality,0.0,Clean Water and Sanitation,0.0588,Affordable and Clean Energy,0.4706,Decent Work and Economic Growth,0.0588,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4118,Sustainable Cities and Communities,0.0588,Responsible Consumption and Production,0.1176,Climate Action,0.0,Life Below Water,0.1765,Life on Land,0.2353,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Perenjori_Rural_2024,2024,WA,20,0.1,No Poverty,0.0,Zero Hunger,0.4,Good Health and Well-being,0.0,Quality Education,0.05,Gender Equality,0.1,Clean Water and Sanitation,0.1,Affordable and Clean Energy,0.5,Decent Work and Economic Growth,0.15,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.55,Sustainable Cities and Communities,0.1,Responsible Consumption and Production,0.1,Climate Action,0.0,Life Below Water,0.15,Life on Land,0.15,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Northampton_Rural_2024,2024,WA,6,0.0,No Poverty,0.0,Zero Hunger,0.3333,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.3333,Affordable and Clean Energy,0.8333,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.6667,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.0,"Peace, Justice and Strong Institutions",0.1667,Partnerships for the Goals
WA_Pingelly_Rural_2024,2024,WA,21,0.0,No Poverty,0.0952,Zero Hunger,0.381,Good Health and Well-being,0.2381,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5714,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.4762,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0476,Life on Land,0.1429,"Peace, Justice and Strong Institutions",0.0476,Partnerships for the Goals
WA_Plantagenet_Rural_2024,2024,WA,11,0.0909,No Poverty,0.0,Zero Hunger,0.7273,Good Health and Well-being,0.1818,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.8182,Decent Work and Economic Growth,0.0909,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6364,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.0909,Climate Action,0.0,Life Below Water,0.0909,Life on Land,0.4545,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Perth_Urban_2024,2024,WA,85,0.0588,No Poverty,0.0,Zero Hunger,0.6353,Good Health and Well-being,0.0471,Quality Education,0.0353,Gender Equality,0.0588,Clean Water and Sanitation,0.1059,Affordable and Clean Energy,0.7647,Decent Work and Economic Growth,0.0706,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.6706,Sustainable Cities and Communities,0.0235,Responsible Consumption and Production,0.1412,Climate Action,0.0,Life Below Water,0.0588,Life on Land,0.2353,"Peace, Justice and Strong Institutions",0.0118,Partnerships for the Goals
WA_Port Hedland_Rural_2024,2024,WA,37,0.1081,No Poverty,0.0,Zero Hunger,0.7027,Good Health and Well-being,0.0811,Quality Education,0.0811,Gender Equality,0.0541,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.7297,Decent Work and Economic Growth,0.1351,"Industry, Innovation and Infrastructure",0.027,Reduced Inequalities,0.3514,Sustainable Cities and Communities,0.027,Responsible Consumption and Production,0.0811,Climate Action,0.0541,Life Below Water,0.027,Life on Land,0.3243,"Peace, Justice and Strong Institutions",0.027,Partnerships for the Goals
WA_Ravensthorpe_Rural_2024,2024,WA,33,0.0606,No Poverty,0.0,Zero Hunger,0.3939,Good Health and Well-being,0.0909,Quality Education,0.0,Gender Equality,0.0,Clean Water and Sanitation,0.0909,Affordable and Clean Energy,0.5758,Decent Work and Economic Growth,0.0303,"Industry, Innovation and Infrastructure",0.0303,Reduced Inequalities,0.5758,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.1212,Climate Action,0.0303,Life Below Water,0.0303,Life on Land,0.1212,"Peace, Justice and Strong Institutions",0.0303,Partnerships for the Goals
WA_Sandstone_Rural_2024,2024,WA,7,0.0,No Poverty,0.0,Zero Hunger,0.4286,Good Health and Well-being,0.0,Quality Education,0.0,Gender Equality,0.1429,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.5714,Decent Work and Economic Growth,0.0,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5714,Sustainable Cities and Communities,0.1429,Responsible Consumption and Production,0.0,Climate Action,0.0,Life Below Water,0.0,Life on Land,0.2857,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Nannup_Rural_2024,2024,WA,25,0.12,No Poverty,0.08,Zero Hunger,0.56,Good Health and Well-being,0.04,Quality Education,0.08,Gender Equality,0.12,Clean Water and Sanitation,0.08,Affordable and Clean Energy,0.56,Decent Work and Economic Growth,0.08,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.44,Sustainable Cities and Communities,0.0,Responsible Consumption and Production,0.28,Climate Action,0.0,Life Below Water,0.16,Life on Land,0.28,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Serpentine Jarrahdale_Urban_2024,2024,WA,22,0.0,No Poverty,0.0,Zero Hunger,0.5909,Good Health and Well-being,0.0455,Quality Education,0.0,Gender Equality,0.1818,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6364,Decent Work and Economic Growth,0.2273,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.5455,Sustainable Cities and Communities,0.1364,Responsible Consumption and Production,0.2273,Climate Action,0.0,Life Below Water,0.1364,Life on Land,0.2273,"Peace, Justice and Strong Institutions",0.0,Partnerships for the Goals
WA_Shark Bay_Rural_2024,2024,WA,42,0.0714,No Poverty,0.0238,Zero Hunger,0.6429,Good Health and Well-being,0.0476,Quality Education,0.0,Gender Equality,0.0238,Clean Water and Sanitation,0.0,Affordable and Clean Energy,0.6667,Decent Work and Economic Growth,0.0238,"Industry, Innovation and Infrastructure",0.0,Reduced Inequalities,0.3095,Sustainable Cities and Communities,0.0714,Responsible Consumption and Production,0.0,Climate Action,0.1905,Life Below Water,0.0238,Life on Land,0.0714,"Peace, Justice and Strong Institutions",0.119,Partnerships for the Goals
