filename,path,state,council,year,has_financial_statements,financial_heading,financial_page,total_pages,total_chars
NSW_Newcastle_Urban_2024.pdf,2024/NSW/NSW_Newcastle_Urban_2024.pdf,NSW,Newcastle,2024,False,,,120,411237
NSW_Narrabri_Rural_2024.pdf,2024/NSW/NSW_Narrabri_Rural_2024.pdf,NSW,Narrabri,2024,True,financial statements,94.0,155,320045
NSW_Strathfield_Urban_2024.pdf,2024/NSW/NSW_Strathfield_Urban_2024.pdf,NSW,Strathfield,2024,True,general purpose financial statements,195.0,286,493798
NSW_Nambucca_Urban_2024.pdf,2024/NSW/NSW_Nambucca_Urban_2024.pdf,NSW,Nambucca,2024,False,,,157,231570
NSW_Cowra_Rural_2024.pdf,2024/NSW/NSW_Cowra_Rural_2024.pdf,NSW,Cowra,2024,True,audited financial statements,3.0,183,340857
NSW_Hay_Rural_2024.pdf,2024/NSW/NSW_Hay_Rural_2024.pdf,NSW,Hay,2024,True,general purpose financial statements,71.0,172,246703
NSW_Cessnock_Urban_2024.pdf,2024/NSW/NSW_Cessnock_Urban_2024.pdf,NSW,Cessnock,2024,False,,,85,144044
NSW_Walgett_Rural_2024.pdf,2024/NSW/NSW_Walgett_Rural_2024.pdf,NSW,Walgett,2024,True,general purpose financial statements,104.0,216,307307
NSW_Moree Plains_Rural_2024.pdf,2024/NSW/NSW_Moree Plains_Rural_2024.pdf,NSW,Moree Plains,2024,True,financial statements,3.0,64,149334
NSW_Liverpool_Urban_2024.pdf,2024/NSW/NSW_Liverpool_Urban_2024.pdf,NSW,Liverpool,2024,True,financial statements,82.0,136,231175
NSW_Maitland_Urban_2024.pdf,2024/NSW/NSW_Maitland_Urban_2024.pdf,NSW,Maitland,2024,False,,,81,302597
NSW_Brewarrina_Rural_2024.pdf,2024/NSW/NSW_Brewarrina_Rural_2024.pdf,NSW,Brewarrina,2024,False,,,119,119838
NSW_Mosman_Urban_2024.pdf,2024/NSW/NSW_Mosman_Urban_2024.pdf,NSW,Mosman,2024,True,general purpose financial statements,122.0,490,670030
NSW_Kempsey_Urban_2024.pdf,2024/NSW/NSW_Kempsey_Urban_2024.pdf,NSW,Kempsey,2024,True,financial statements,3.0,207,369295
NSW_Wollondilly_Urban_2024.pdf,2024/NSW/NSW_Wollondilly_Urban_2024.pdf,NSW,Wollondilly,2024,True,statement of comprehensive income,154.0,307,581494
NSW_Eurobodalla_Urban_2024.pdf,2024/NSW/NSW_Eurobodalla_Urban_2024.pdf,NSW,Eurobodalla,2024,True,financial statements,3.0,200,385386
NSW_Warrumbungle_Rural_2024.pdf,2024/NSW/NSW_Warrumbungle_Rural_2024.pdf,NSW,Warrumbungle,2024,True,statement of financial position,38.0,164,293483
NSW_Bourke_Rural_2024.pdf,2024/NSW/NSW_Bourke_Rural_2024.pdf,NSW,Bourke,2024,True,financial statements,55.0,262,403593
NSW_Burwood_Urban_2024.pdf,2024/NSW/NSW_Burwood_Urban_2024.pdf,NSW,Burwood,2024,False,,,68,106439
NSW_Oberon_Rural_2024.pdf,2024/NSW/NSW_Oberon_Rural_2024.pdf,NSW,Oberon,2024,True,audited financial statements,2.0,196,344153
NSW_Uralla_Rural_2024.pdf,2024/NSW/NSW_Uralla_Rural_2024.pdf,NSW,Uralla,2024,True,financial statements,5.0,35,62986
NSW_Clarence Valley_Urban_2024.pdf,2024/NSW/NSW_Clarence Valley_Urban_2024.pdf,NSW,Clarence Valley,2024,True,financial statements,42.0,46,55985
NSW_Snowy Monaro_Urban_2024.pdf,2024/NSW/NSW_Snowy Monaro_Urban_2024.pdf,NSW,Snowy Monaro,2024,True,audited financial statements,105.0,170,369330
NSW_Ballina_Urban_2024.pdf,2024/NSW/NSW_Ballina_Urban_2024.pdf,NSW,Ballina,2024,True,audited financial statements,25.0,308,459187
NSW_Armidale_Urban_2024.pdf,2024/NSW/NSW_Armidale_Urban_2024.pdf,NSW,Armidale,2024,False,,,160,90727
NSW_Snowy Valleys_Rural_2024.pdf,2024/NSW/NSW_Snowy Valleys_Rural_2024.pdf,NSW,Snowy Valleys,2024,True,audited financial statements,5.0,246,430638
NSW_Mid Western_Urban_2024.pdf,2024/NSW/NSW_Mid Western_Urban_2024.pdf,NSW,Mid Western,2024,True,general purpose financial statements,111.0,207,409785
NSW_Parkes_Rural_2024.pdf,2024/NSW/NSW_Parkes_Rural_2024.pdf,NSW,Parkes,2024,True,statement of financial position,97.0,221,396688
NSW_Bellingen_Rural_2024.pdf,2024/NSW/NSW_Bellingen_Rural_2024.pdf,NSW,Bellingen,2024,True,financial statements,11.0,76,97330
NSW_Gunnedah_Rural_2024.pdf,2024/NSW/NSW_Gunnedah_Rural_2024.pdf,NSW,Gunnedah,2024,True,financial statements,47.0,191,364411
NSW_Coolamon_Rural_2024.pdf,2024/NSW/NSW_Coolamon_Rural_2024.pdf,NSW,Coolamon,2024,True,financial statements,11.0,201,350248
NSW_Federation_Rural_2024.pdf,2024/NSW/NSW_Federation_Rural_2024.pdf,NSW,Federation,2024,True,audited financial statements,5.0,122,220977
NSW_Penrith_Urban_2024.pdf,2024/NSW/NSW_Penrith_Urban_2024.pdf,NSW,Penrith,2024,True,financial statements,2.0,274,570781
NSW_Sutherland_Urban_2024.pdf,2024/NSW/NSW_Sutherland_Urban_2024.pdf,NSW,Sutherland,2024,True,financial statements,3.0,170,303017
NSW_Cabonne_Rural_2024.pdf,2024/NSW/NSW_Cabonne_Rural_2024.pdf,NSW,Cabonne,2024,True,statement of comprehensive income,61.0,224,332320
NSW_Campbelltown_Urban_2024.pdf,2024/NSW/NSW_Campbelltown_Urban_2024.pdf,NSW,Campbelltown,2024,True,audited financial statements,7.0,100,146598
NSW_Edward River_Rural_2024.pdf,2024/NSW/NSW_Edward River_Rural_2024.pdf,NSW,Edward River,2024,False,,,42,46031
NSW_Goulburn Mulwaree_Urban_2024.pdf,2024/NSW/NSW_Goulburn Mulwaree_Urban_2024.pdf,NSW,Goulburn Mulwaree,2024,True,financial statements,7.0,145,237697
NSW_Richmond Valley_Urban_2024.pdf,2024/NSW/NSW_Richmond Valley_Urban_2024.pdf,NSW,Richmond Valley,2024,False,,,10,12214
NSW_Waverley_Urban_2024.pdf,2024/NSW/NSW_Waverley_Urban_2024.pdf,NSW,Waverley,2024,False,,,0,0
NSW_Leeton_Rural_2024.pdf,2024/NSW/NSW_Leeton_Rural_2024.pdf,NSW,Leeton,2024,True,financial statements,45.0,104,174533
NSW_Weddin_Rural_2024.pdf,2024/NSW/NSW_Weddin_Rural_2024.pdf,NSW,Weddin,2024,True,financial statements,4.0,261,276977
NSW_Inner West_Urban_2024.pdf,2024/NSW/NSW_Inner West_Urban_2024.pdf,NSW,Inner West,2024,False,,,196,408160
NSW_Gilgandra_Rural_2024.pdf,2024/NSW/NSW_Gilgandra_Rural_2024.pdf,NSW,Gilgandra,2024,True,financial statements,32.0,44,55599
NSW_Upper Hunter_Rural_2024.pdf,2024/NSW/NSW_Upper Hunter_Rural_2024.pdf,NSW,Upper Hunter,2024,False,,,83,134627
NSW_Lake Macquarie_Urban_2024.pdf,2024/NSW/NSW_Lake Macquarie_Urban_2024.pdf,NSW,Lake Macquarie,2024,True,audited financial statements,5.0,172,345567
NSW_Lockhart_Rural_2024.pdf,2024/NSW/NSW_Lockhart_Rural_2024.pdf,NSW,Lockhart,2024,False,,,45,87772
NSW_Balranald_Rural_2024.pdf,2024/NSW/NSW_Balranald_Rural_2024.pdf,NSW,Balranald,2024,True,general purpose financial statements,74.0,186,292544
NSW_Liverpool Plains_Rural_2024.pdf,2024/NSW/NSW_Liverpool Plains_Rural_2024.pdf,NSW,Liverpool Plains,2024,True,audited financial statements,12.0,132,212452
NSW_Junee_Rural_2024.pdf,2024/NSW/NSW_Junee_Rural_2024.pdf,NSW,Junee,2024,True,financial statements,4.0,17,66406
NSW_Hornsby_Urban_2024.pdf,2024/NSW/NSW_Hornsby_Urban_2024.pdf,NSW,Hornsby,2024,True,audited financial statements,5.0,150,289318
NSW_Wagga Wagga_Urban_2024.pdf,2024/NSW/NSW_Wagga Wagga_Urban_2024.pdf,NSW,Wagga Wagga,2024,True,audited financial statements,69.0,114,215209
NSW_The Hills_Urban_2024.pdf,2024/NSW/NSW_The Hills_Urban_2024.pdf,NSW,The Hills,2024,True,audited financial statements,25.0,208,643726
NSW_Coffs Harbour_Urban_2024.pdf,2024/NSW/NSW_Coffs Harbour_Urban_2024.pdf,NSW,Coffs Harbour,2024,True,general purpose financial statements,97.0,233,410251
NSW_Glen Innes Severn_Rural_2024.pdf,2024/NSW/NSW_Glen Innes Severn_Rural_2024.pdf,NSW,Glen Innes Severn,2024,True,financial statements,2.0,136,229700
NSW_Port Stephens_Urban_2024.pdf,2024/NSW/NSW_Port Stephens_Urban_2024.pdf,NSW,Port Stephens,2024,False,,,136,233021
NSW_Shoalhaven_Urban_2024.pdf,2024/NSW/NSW_Shoalhaven_Urban_2024.pdf,NSW,Shoalhaven,2024,False,,,39,118016
NSW_Narrandera_Rural_2024.pdf,2024/NSW/NSW_Narrandera_Rural_2024.pdf,NSW,Narrandera,2024,True,financial statements,26.0,112,136597
NSW_Blacktown_Urban_2024.pdf,2024/NSW/NSW_Blacktown_Urban_2024.pdf,NSW,Blacktown,2024,True,statement of financial position,25.0,380,769709
NSW_Coonamble_Rural_2024.pdf,2024/NSW/NSW_Coonamble_Rural_2024.pdf,NSW,Coonamble,2024,True,general purpose financial statements,73.0,266,394735
NSW_Walcha_Rural_2024.pdf,2024/NSW/NSW_Walcha_Rural_2024.pdf,NSW,Walcha,2024,True,audited financial statements,2.0,217,416974
NSW_Cootamundra Gundagai_Rural_2024.pdf,2024/NSW/NSW_Cootamundra Gundagai_Rural_2024.pdf,NSW,Cootamundra Gundagai,2024,False,,,71,136012
NSW_Broken Hill_Urban_2024.pdf,2024/NSW/NSW_Broken Hill_Urban_2024.pdf,NSW,Broken Hill,2024,True,audited financial statements,2.0,78,193649
NSW_Kyogle_Rural_2024.pdf,2024/NSW/NSW_Kyogle_Rural_2024.pdf,NSW,Kyogle,2024,False,,,62,85275
NSW_Mid Coast_Urban_2024.pdf,2024/NSW/NSW_Mid Coast_Urban_2024.pdf,NSW,Mid Coast,2024,True,audited financial statements,61.0,337,562205
NSW_Georges River_Urban_2024.pdf,2024/NSW/NSW_Georges River_Urban_2024.pdf,NSW,Georges River,2024,False,,,36,67740
NSW_Bogan_Rural_2024.pdf,2024/NSW/NSW_Bogan_Rural_2024.pdf,NSW,Bogan,2024,True,general purpose financial statements,26.0,204,339588
NSW_Gwydir_Rural_2024.pdf,2024/NSW/NSW_Gwydir_Rural_2024.pdf,NSW,Gwydir,2024,True,general purpose financial statements,13.0,102,199760
NSW_Wollongong_Urban_2024.pdf,2024/NSW/NSW_Wollongong_Urban_2024.pdf,NSW,Wollongong,2024,False,,,189,390105
NSW_Lismore_Urban_2024.pdf,2024/NSW/NSW_Lismore_Urban_2024.pdf,NSW,Lismore,2024,True,financial statements,17.0,35,126744
NSW_Carrathool_Rural_2024.pdf,2024/NSW/NSW_Carrathool_Rural_2024.pdf,NSW,Carrathool,2024,True,financial statements,18.0,168,294394
NSW_Dubbo_Urban_2024.pdf,2024/NSW/NSW_Dubbo_Urban_2024.pdf,NSW,Dubbo,2024,False,,,51,99830
NSW_Narromine_Rural_2024.pdf,2024/NSW/NSW_Narromine_Rural_2024.pdf,NSW,Narromine,2024,True,statement of financial position,41.0,54,105089
NSW_North Sydney_Urban_2024.pdf,2024/NSW/NSW_North Sydney_Urban_2024.pdf,NSW,North Sydney,2024,True,general purpose financial statements,127.0,212,376985
NSW_Muswellbrook_Rural_2024.pdf,2024/NSW/NSW_Muswellbrook_Rural_2024.pdf,NSW,Muswellbrook,2024,True,statement of comprehensive income,43.0,113,208867
NSW_Kiama_Urban_2024.pdf,2024/NSW/NSW_Kiama_Urban_2024.pdf,NSW,Kiama,2024,True,financial statements,66.0,96,220017
NSW_Ryde_Urban_2024.pdf,2024/NSW/NSW_Ryde_Urban_2024.pdf,NSW,Ryde,2024,True,financial statements,5.0,296,603922
NSW_Canterbury Banks_Urban_2024.pdf,2024/NSW/NSW_Canterbury Banks_Urban_2024.pdf,NSW,Canterbury Banks,2024,True,financial statements,4.0,181,343458
NSW_Cumberland_Urban_2024.pdf,2024/NSW/NSW_Cumberland_Urban_2024.pdf,NSW,Cumberland,2024,True,audited financial statements,7.0,144,325946
NSW_Berrigan_Rural_2024.pdf,2024/NSW/NSW_Berrigan_Rural_2024.pdf,NSW,Berrigan,2024,True,general purpose financial statements,84.0,194,355094
NSW_Sydney_Urban_2024.pdf,2024/NSW/NSW_Sydney_Urban_2024.pdf,NSW,Sydney,2024,False,,,99,277513
NSW_Blayney_Rural_2024.pdf,2024/NSW/NSW_Blayney_Rural_2024.pdf,NSW,Blayney,2024,True,financial statements,35.0,231,390036
NSW_Griffith_Urban_2024.pdf,2024/NSW/NSW_Griffith_Urban_2024.pdf,NSW,Griffith,2024,True,audited financial statements,3.0,158,259275
NSW_Upper Lachlan_Rural_2024.pdf,2024/NSW/NSW_Upper Lachlan_Rural_2024.pdf,NSW,Upper Lachlan,2024,True,audited financial statements,2.0,346,676863
NSW_Dungog_Rural_2024.pdf,2024/NSW/NSW_Dungog_Rural_2024.pdf,NSW,Dungog,2024,False,,,48,55596
NSW_Hawkesbury_Urban_2024.pdf,2024/NSW/NSW_Hawkesbury_Urban_2024.pdf,NSW,Hawkesbury,2024,True,financial statements,42.0,96,212952
NSW_Blue Mountains_Urban_2024.pdf,2024/NSW/NSW_Blue Mountains_Urban_2024.pdf,NSW,Blue Mountains,2024,True,financial statement,5.0,194,301770
NSW_Randwick_Urban_2024.pdf,2024/NSW/NSW_Randwick_Urban_2024.pdf,NSW,Randwick,2024,False,,,83,328904
NSW_Temora_Rural_2024.pdf,2024/NSW/NSW_Temora_Rural_2024.pdf,NSW,Temora,2024,False,,,114,196796
NSW_Forbes_Rural_2024.pdf,2024/NSW/NSW_Forbes_Rural_2024.pdf,NSW,Forbes,2024,False,,,84,152770
NSW_Woollahra_Urban_2024.pdf,2024/NSW/NSW_Woollahra_Urban_2024.pdf,NSW,Woollahra,2024,True,financial statements,120.0,199,362093
NSW_Central Darling_Rural_2024.pdf,2024/NSW/NSW_Central Darling_Rural_2024.pdf,NSW,Central Darling,2024,True,general purpose financial statements,44.0,150,234324
NSW_Tenterfield_Rural_2024.pdf,2024/NSW/NSW_Tenterfield_Rural_2024.pdf,NSW,Tenterfield,2024,True,audited financial statements,23.0,227,358062
NSW_Orange_Urban_2024.pdf,2024/NSW/NSW_Orange_Urban_2024.pdf,NSW,Orange,2024,False,,,94,193208
NSW_Port Macquarie Hastings_Urban_2024.pdf,2024/NSW/NSW_Port Macquarie Hastings_Urban_2024.pdf,NSW,Port Macquarie Hastings,2024,False,,,36,42039
NSW_Fairfield_Urban_2024.pdf,2024/NSW/NSW_Fairfield_Urban_2024.pdf,NSW,Fairfield,2024,True,financial statement,4.0,112,259095
NSW_Byron_Urban_2024.pdf,2024/NSW/NSW_Byron_Urban_2024.pdf,NSW,Byron,2024,False,,,179,225486
NSW_Murray River_Rural_2024.pdf,2024/NSW/NSW_Murray River_Rural_2024.pdf,NSW,Murray River,2024,True,audited financial statements,111.0,255,467447
NSW_Bathurst_Urban_2024.pdf,2024/NSW/NSW_Bathurst_Urban_2024.pdf,NSW,Bathurst,2024,True,financial statements,3.0,110,234440
NSW_Hunters Hill_Urban_2024.pdf,2024/NSW/NSW_Hunters Hill_Urban_2024.pdf,NSW,Hunters Hill,2024,True,financial statements,21.0,66,97519
NSW_Tamworth_Urban_2024.pdf,2024/NSW/NSW_Tamworth_Urban_2024.pdf,NSW,Tamworth,2024,True,general purpose financial statements,73.0,236,400751
NSW_Shellharbour_Urban_2024.pdf,2024/NSW/NSW_Shellharbour_Urban_2024.pdf,NSW,Shellharbour,2024,False,,,116,205166
NSW_Hume_Rural_2024.pdf,2024/NSW/NSW_Hume_Rural_2024.pdf,NSW,Hume,2024,True,financial statements,22.0,196,404121
TAS_Meander Valley_Urban_2024.pdf,2024/TAS/TAS_Meander Valley_Urban_2024.pdf,TAS,Meander Valley,2024,True,statement of financial position,34.0,80,214505
TAS_Kentish_Rural_2024.pdf,2024/TAS/TAS_Kentish_Rural_2024.pdf,TAS,Kentish,2024,True,financial statements,59.0,126,298166
TAS_Kingborough_Urban_2024.pdf,2024/TAS/TAS_Kingborough_Urban_2024.pdf,TAS,Kingborough,2024,True,financial statements,24.0,157,162212
TAS_Burnie_Urban_2024.pdf,2024/TAS/TAS_Burnie_Urban_2024.pdf,TAS,Burnie,2024,False,,,166,2880
TAS_Devonport_Urban_2024.pdf,2024/TAS/TAS_Devonport_Urban_2024.pdf,TAS,Devonport,2024,False,,,133,228035
TAS_Northern Midlands_Rural_2024.pdf,2024/TAS/TAS_Northern Midlands_Rural_2024.pdf,TAS,Northern Midlands,2024,True,statement of cash flows,3.0,124,314545
TAS_Hobart_Urban_2024.pdf,2024/TAS/TAS_Hobart_Urban_2024.pdf,TAS,Hobart,2024,True,general purpose financial statements,88.0,164,273318
TAS_Dorset_Rural_2024.pdf,2024/TAS/TAS_Dorset_Rural_2024.pdf,TAS,Dorset,2024,True,financial statements,2.0,46,210462
TAS_Tasman_Rural_2024.pdf,2024/TAS/TAS_Tasman_Rural_2024.pdf,TAS,Tasman,2024,True,statement of financial position,61.0,115,217806
TAS_George Town_Rural_2024.pdf,2024/TAS/TAS_George Town_Rural_2024.pdf,TAS,George Town,2024,True,financial statements,2.0,64,99401
TAS_Circular Head_Rural_2024.pdf,2024/TAS/TAS_Circular Head_Rural_2024.pdf,TAS,Circular Head,2024,True,financial statements,7.0,61,99220
TAS_West Tamar_Urban_2024.pdf,2024/TAS/TAS_West Tamar_Urban_2024.pdf,TAS,West Tamar,2024,True,financial statements,30.0,88,210302
TAS_Central Highlands_Rural_2024.pdf,2024/TAS/TAS_Central Highlands_Rural_2024.pdf,TAS,Central Highlands,2024,True,statement of changes in equity,59.0,101,215112
TAS_West Coast_Rural_2024.pdf,2024/TAS/TAS_West Coast_Rural_2024.pdf,TAS,West Coast,2024,True,notes to the financial statements,4.0,130,161274
TAS_Huon Valley_Rural_2024.pdf,2024/TAS/TAS_Huon Valley_Rural_2024.pdf,TAS,Huon Valley,2024,False,,,162,156472
TAS_Derwent Valley_Rural_2024.pdf,2024/TAS/TAS_Derwent Valley_Rural_2024.pdf,TAS,Derwent Valley,2024,True,statement of financial position,45.0,105,258243
TAS_Glamorgan Spring Bay_Rural_2024.pdf,2024/TAS/TAS_Glamorgan Spring Bay_Rural_2024.pdf,TAS,Glamorgan Spring Bay,2024,True,statement of comprehensive income,52.0,100,227994
TAS_Latrobe_Rural_2024.pdf,2024/TAS/TAS_Latrobe_Rural_2024.pdf,TAS,Latrobe,2024,True,financial statements,80.0,154,349348
TAS_Flinders_Rural_2024.pdf,2024/TAS/TAS_Flinders_Rural_2024.pdf,TAS,Flinders,2024,True,statement of financial position,46.0,100,239063
TAS_Brighton_Urban_2024.pdf,2024/TAS/TAS_Brighton_Urban_2024.pdf,TAS,Brighton,2024,True,financial statements,42.0,100,92264
TAS_Launceston_Urban_2024.pdf,2024/TAS/TAS_Launceston_Urban_2024.pdf,TAS,Launceston,2024,True,statement of comprehensive income,109.0,196,398176
TAS_Clarence_Urban_2024.pdf,2024/TAS/TAS_Clarence_Urban_2024.pdf,TAS,Clarence,2024,True,financial statements,42.0,104,230455
TAS_Central Coast_Urban_2024.pdf,2024/TAS/TAS_Central Coast_Urban_2024.pdf,TAS,Central Coast,2024,True,financial statements,47.0,118,285103
TAS_King Island_Rural_2024.pdf,2024/TAS/TAS_King Island_Rural_2024.pdf,TAS,King Island,2024,True,notes to the financial statements,36.0,90,220435
TAS_Sorell_Urban_2024.pdf,2024/TAS/TAS_Sorell_Urban_2024.pdf,TAS,Sorell,2024,True,financial statements,36.0,100,251947
TAS_Break O Day_Rural_2024.pdf,2024/TAS/TAS_Break O Day_Rural_2024.pdf,TAS,Break O Day,2024,True,statement of financial position,50.0,111,266444
TAS_Waratah Wynyard_Rural_2024.pdf,2024/TAS/TAS_Waratah Wynyard_Rural_2024.pdf,TAS,Waratah Wynyard,2024,True,audited financial statements,3.0,126,261778
TAS_Southern Midlands_Rural_2024.pdf,2024/TAS/TAS_Southern Midlands_Rural_2024.pdf,TAS,Southern Midlands,2024,True,financial statements,89.0,145,277791
WA_East Fremantle_Urban_2024.pdf,2024/WA/WA_East Fremantle_Urban_2024.pdf,WA,East Fremantle,2024,True,financial statements,2.0,51,176340
WA_Stirling_Urban_2024.pdf,2024/WA/WA_Stirling_Urban_2024.pdf,WA,Stirling,2024,True,financial statements,203.0,288,641066
WA_Wickepin_Rural_2024.pdf,2024/WA/WA_Wickepin_Rural_2024.pdf,WA,Wickepin,2024,True,statement of comprehensive income,18.0,57,110301
WA_Tammin_Rural_2024.pdf,2024/WA/WA_Tammin_Rural_2024.pdf,WA,Tammin,2024,False,,,18,23533
WA_Laverton_Rural_2024.pdf,2024/WA/WA_Laverton_Rural_2024.pdf,WA,Laverton,2024,True,financial statements,24.0,77,33535
WA_Woodanilling_Rural_2024.pdf,2024/WA/WA_Woodanilling_Rural_2024.pdf,WA,Woodanilling,2024,True,financial statements,3.0,53,116613
WA_Williams_Rural_2024.pdf,2024/WA/WA_Williams_Rural_2024.pdf,WA,Williams,2024,True,statement of comprehensive income,24.0,64,124003
WA_Dundas_Rural_2024.pdf,2024/WA/WA_Dundas_Rural_2024.pdf,WA,Dundas,2024,True,statement of comprehensive income,39.0,79,130425
WA_Corrigin_Rural_2024.pdf,2024/WA/WA_Corrigin_Rural_2024.pdf,WA,Corrigin,2024,True,financial statements,3.0,70,136005
WA_Nannup_Rural_2024.pdf,2024/WA/WA_Nannup_Rural_2024.pdf,WA,Nannup,2024,True,statement of comprehensive income,26.0,67,147603
WA_Perenjori_Rural_2024.pdf,2024/WA/WA_Perenjori_Rural_2024.pdf,WA,Perenjori,2024,True,statement of comprehensive income,29.0,69,141957
WA_Mandurah_Urban_2024.pdf,2024/WA/WA_Mandurah_Urban_2024.pdf,WA,Mandurah,2024,False,,,98,124672
WA_Waroona_Rural_2024.pdf,2024/WA/WA_Waroona_Rural_2024.pdf,WA,Waroona,2024,True,statement of comprehensive income,62.0,106,209560
WA_Cuballing_Rural_2024.pdf,2024/WA/WA_Cuballing_Rural_2024.pdf,WA,Cuballing,2024,True,statement of comprehensive income,27.0,67,117611
WA_Mt Marshall_Rural_2024.pdf,2024/WA/WA_Mt Marshall_Rural_2024.pdf,WA,Mt Marshall,2024,True,statement of comprehensive income,11.0,73,142114
WA_Morawa_Rural_2024.pdf,2024/WA/WA_Morawa_Rural_2024.pdf,WA,Morawa,2024,False,,,83,39211
WA_Collie_Rural_2024.pdf,2024/WA/WA_Collie_Rural_2024.pdf,WA,Collie,2024,True,statement of comprehensive income,15.0,57,112867
WA_Manjimup_Rural_2024.pdf,2024/WA/WA_Manjimup_Rural_2024.pdf,WA,Manjimup,2024,True,statement of comprehensive income,4.0,54,123803
WA_Wandering_Rural_2024.pdf,2024/WA/WA_Wandering_Rural_2024.pdf,WA,Wandering,2024,True,statement of comprehensive income,38.0,79,150473
WA_Serpentine Jarrahdale_Urban_2024.pdf,2024/WA/WA_Serpentine Jarrahdale_Urban_2024.pdf,WA,Serpentine Jarrahdale,2024,True,statement of comprehensive income,25.0,88,183255
WA_Victoria Park_Urban_2024.pdf,2024/WA/WA_Victoria Park_Urban_2024.pdf,WA,Victoria Park,2024,True,statement of comprehensive income,57.0,132,205872
WA_Port Hedland_Rural_2024.pdf,2024/WA/WA_Port Hedland_Rural_2024.pdf,WA,Port Hedland,2024,True,statement of comprehensive income,63.0,116,236317
WA_Wongan Ballidu_Rural_2024.pdf,2024/WA/WA_Wongan Ballidu_Rural_2024.pdf,WA,Wongan Ballidu,2024,False,,,94,69671
WA_Upper Gascoyne_Rural_2024.pdf,2024/WA/WA_Upper Gascoyne_Rural_2024.pdf,WA,Upper Gascoyne,2024,True,statement of comprehensive income,39.0,79,168244
WA_Mingenew_Rural_2024.pdf,2024/WA/WA_Mingenew_Rural_2024.pdf,WA,Mingenew,2024,True,statement of comprehensive income,28.0,72,149805
WA_Mosman Park_Urban_2024.pdf,2024/WA/WA_Mosman Park_Urban_2024.pdf,WA,Mosman Park,2024,False,,,73,31138
WA_Augusta Margaret River_Rural_2024.pdf,2024/WA/WA_Augusta Margaret River_Rural_2024.pdf,WA,Augusta Margaret River,2024,True,statement of comprehensive income,45.0,100,45915
WA_Ngaanyatjarraku_Rural_2024.pdf,2024/WA/WA_Ngaanyatjarraku_Rural_2024.pdf,WA,Ngaanyatjarraku,2024,False,,,54,19221
WA_South Perth_Urban_2024.pdf,2024/WA/WA_South Perth_Urban_2024.pdf,WA,South Perth,2024,True,statement of comprehensive income,43.0,100,170924
WA_Geraldton_Urban_2024.pdf,2024/WA/WA_Geraldton_Urban_2024.pdf,WA,Geraldton,2024,True,statement of comprehensive income,45.0,106,203271
WA_Menzies_Rural_2024.pdf,2024/WA/WA_Menzies_Rural_2024.pdf,WA,Menzies,2024,True,statement of comprehensive income,25.0,63,107548
WA_Cue_Rural_2024.pdf,2024/WA/WA_Cue_Rural_2024.pdf,WA,Cue,2024,True,statement of comprehensive income,22.0,66,98864
WA_Sandstone_Rural_2024.pdf,2024/WA/WA_Sandstone_Rural_2024.pdf,WA,Sandstone,2024,False,,,29,54076
WA_Jerramungup_Rural_2024.pdf,2024/WA/WA_Jerramungup_Rural_2024.pdf,WA,Jerramungup,2024,True,financial statements,3.0,92,88002
WA_Cambridge_Urban_2024.pdf,2024/WA/WA_Cambridge_Urban_2024.pdf,WA,Cambridge,2024,True,statement of changes in equity,55.0,115,236212
WA_Merredin_Rural_2024.pdf,2024/WA/WA_Merredin_Rural_2024.pdf,WA,Merredin,2024,True,statement of comprehensive income,75.0,117,205181
WA_Swan_Urban_2024.pdf,2024/WA/WA_Swan_Urban_2024.pdf,WA,Swan,2024,True,statement of comprehensive income,150.0,202,381058
WA_Brookton_Rural_2024.pdf,2024/WA/WA_Brookton_Rural_2024.pdf,WA,Brookton,2024,True,statement of comprehensive income,39.0,84,140280
WA_Canning_Urban_2024.pdf,2024/WA/WA_Canning_Urban_2024.pdf,WA,Canning,2024,True,financial statements,32.0,117,307988
WA_Kulin_Rural_2024.pdf,2024/WA/WA_Kulin_Rural_2024.pdf,WA,Kulin,2024,False,,,60,34106
WA_Westonia_Rural_2024.pdf,2024/WA/WA_Westonia_Rural_2024.pdf,WA,Westonia,2024,True,audited financial statements,4.0,76,127777
WA_Armadale_Urban_2024.pdf,2024/WA/WA_Armadale_Urban_2024.pdf,WA,Armadale,2024,True,statement of comprehensive income,3.0,128,339053
WA_Northam_Rural_2024.pdf,2024/WA/WA_Northam_Rural_2024.pdf,WA,Northam,2024,True,statement of comprehensive income,79.0,134,229826
WA_Gosnells_Urban_2024.pdf,2024/WA/WA_Gosnells_Urban_2024.pdf,WA,Gosnells,2024,True,statement of comprehensive income,2.0,100,177247
WA_Mukinbudin_Rural_2024.pdf,2024/WA/WA_Mukinbudin_Rural_2024.pdf,WA,Mukinbudin,2024,True,statement of comprehensive income,29.0,77,127382
WA_Cottesloe_Urban_2024.pdf,2024/WA/WA_Cottesloe_Urban_2024.pdf,WA,Cottesloe,2024,True,statement of comprehensive income,18.0,41,172001
WA_Albany_Urban_2024.pdf,2024/WA/WA_Albany_Urban_2024.pdf,WA,Albany,2024,True,financial statements,64.0,67,222195
WA_Gingin_Rural_2024.pdf,2024/WA/WA_Gingin_Rural_2024.pdf,WA,Gingin,2024,True,statement of comprehensive income,3.0,90,168271
